Name,Cusine,Coordinates,Address,Address(Full)
Daddyos Pasta & Salads,Italian,"(43.6645934, -79.4024199)",673 Spadina Avenue,"Daddyo's, 673, Spadina Avenue, The Annex, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5S 1G4, Canada"
Imanishi Japanese Kitchen,Japanese,"(43.6496083, -79.4265741)",1330 Dundas Street W,"Cafe Region Bar & Grill, 1330, Dundas Street West, Little Portugal, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6J 1X8, Canada"
Chiado,Seafood; Portuguese,"(43.6541835, -79.4242423)",864 College Street,"Chiado, 864, College Street, Little Portugal, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6H 1A6, Canada"
9 Bars,Cafes; Sandwiches; Desserts,"(43.6886085, -79.3920805)",46 St. Clair Avenue E,"46, St. Clair Avenue East, Deer Park, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4T 3A4, Canada"
Akai Sushi,Japanese; Sushi Bars,"(43.6625918571429, -79.4049887142857)",168 Major Street,"168, Major Street, Harbord Village, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5S 1G6, Canada"
Crown & Dragon Pub,Pubs,"(43.6732541, -79.3882426)",890 Yonge Street,"Cosmetic Surgery Centre, 890, Yonge Street, Yorkville, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 2H2, Canada"
Storm Crow Manor,Bars,"(43.666737, -79.38163)",580 Church Street,"Fuzion, 580, Church Street, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 2C7, Canada"
Library Bar,Lounges; Canadian (New); Diners,"(43.6459092, -79.3813636)",100 Front Street W,"The Fairmont Royal York Toronto, 100, Front Street West, Financial District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5J 1E3, Canada"
Cafe de Melbourne,Coffee & Tea,"(46.5092047, -84.3196334)",193 Church Street,"193, Church Street, Sault Ste. Marie, Algoma District, Northeastern Ontario, Ontario, P6A 3G4, Canada"
Bampot House of Tea & Board Games,Tea Rooms; Vegetarian,"(43.6623624, -79.4049473)",201 Harbord Street,"Parentbooks, 201, Harbord Street, Harbord Village, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5S 1G4, Canada"
RH Toronto Courtyard Café,Breakfast & Brunch; Salad,"(43.7256596, -79.452229187644)",Located in Yorkdale Shopping Centre,"Yorkdale Shopping Centre, 3401, Dufferin Street, Lawrence Heights, Eglinton—Lawrence, North York, Toronto, Golden Horseshoe, Ontario, M6G 3A1, Canada"
Rise & Dine Eatery,Breakfast & Brunch,"(43.705884, -79.3112313666667)",2714 St. Clair Avenue E,"2714, St Clair Avenue East, Woodbine Heights, Beaches—East York, East York, Toronto, Golden Horseshoe, Ontario, M4B 3M1, Canada"
Saffron Spice Kitchen,Indian; Soup; Sandwiches,"(43.64846, -79.3972301)",459 Queen Street W,"Saffron Spice Kitchen, 459, Queen Street West, Queen West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 2A9, Canada"
Baro,Cocktail Bars; Chicken Wings; Latin American,"(44.2215705, -76.5101861893193)",485 King Street W,"485, King Street West, Portsmouth, Kingston, Ontario, K7L 4L3, Canada"
Pho Rua Vang Golden Turtle,Vietnamese,"(45.3893805, -75.6879614090463)",125 Ossington Avenue,"125, Ossington Avenue, Rideau Gardens, Old Ottawa South, Capital, (Old) Ottawa, Ottawa, Eastern Ontario, Ontario, K1S 0X5, Canada"
The Old Spaghetti Factory,Italian,"(43.6469537, -79.3742887)",54 The Esplanade,"Amsterdam Bicycle Club, 54, The Esplanade, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5E 1A7, Canada"
Korean Grill House,Korean,"(43.6503456, -79.3895418)",214 Queen Street W,"Scotiabank, 214, Queen Street West, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1Z3, Canada"
Red Rocket Coffee,Desserts; Coffee & Tea,"(43.6824417, -79.3286745)",1364 Danforth Avenue,"Red Rocket Coffee, 1364, Danforth Avenue, Danforth Village, Beaches—East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4C 1H8, Canada"
Mustafa Turkish Pizza,Turkish,"(43.7304935, -79.4679765)",866 Wilson Avenue,"866, Wilson Avenue, Downsview, York Centre, North York, Toronto, Ontario, M3K 1S6, Canada"
Bunners Bakeshop,Bakeries; Vegan; Gluten-Free,"(43.6555183, -79.4026076)",244 Augusta Avenue,"bungalow west, 244, Augusta Avenue, Kensington Market, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5T 2M1, Canada"
Flaming Stove,Middle Eastern; Diners; Breakfast & Brunch,"(43.69818945, -79.3957275399699)",21 Davisville Avenue,"Hasty Market, 21, Davisville Avenue, Chaplin Estates, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4S 1G3, Canada"
Sea Witch Fish and Chips,Fish & Chips,"(43.6821924, -79.4238943)",636 Saint Clair Avenue W,"Sea Witch Fish and Chips, 636, St. Clair Avenue West, Hillcrest Village, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6C 1A9, Canada"
Gryfes Bagel Bakery,Bagels,"(43.7271471571429, -79.4313765714286)",3421 Bathurst Street,"3421, Bathurst Street, Lawrence Manor, Eglinton—Lawrence, North York, Toronto, Golden Horseshoe, Ontario, M6A 2B1, Canada"
Rendez-Vous,Ethiopian,"(43.6826414181818, -79.3275468454545)",1408 Danforth Avenue,"1408, Danforth Avenue, Danforth Village, Beaches—East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4J 1M6, Canada"
Caffino Ristorante,Italian,"(43.6390573, -79.4253614)",1185 King Street W,"Caffino, 1185, King Street West, Parkdale, Parkdale—High Park, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6K 3C5, Canada"
Mr.Tonkatsu,Japanese; Korean,"(44.7463219, -79.8850374)",548 Yonge Street,"548, Yonge Street, Midland, Simcoe County, Ontario, L4R 3M6, Canada"
Udupi Palace,Indian; Vegetarian; Gluten-Free,"(43.6726342, -79.3211022)",1460 Gerrard Street E,"1460, Gerrard Street East, Gerrard India Bazaar, East York, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4L 3B2, Canada"
Jzs Pizza,Pizza; Italian,"(43.6452974, -79.3897001)",232 Wellington Street W,"JZ's Pizza, 232, Wellington Street West, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 3P6, Canada"
Basil Box,Vietnamese; Thai; Gluten-Free,"(43.6486938, -79.3960416)",441 Queen Street W,"Basil Box, 441, Queen Street West, Queen West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 2L6, Canada"
DAVIDsTEA,Tea Rooms,"(43.6497179, -79.3924715)",278A Queen Street W,"DavidsTea, 278A, Queen Street West, Queen West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1Z7, Canada"
Kalendar,Italian; Breakfast & Brunch; French,"(43.6558182, -79.4117175)",546 College Street,"Kalendar, 546, College Street, Little Italy, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6G 1B1, Canada"
Ufficio,Seafood; Vegetarian; Cocktail Bars,"(43.6495023, -79.4231268)",1214 Dundas Street W,"Ufficio, 1214, Dundas Street West, Ossington Strip, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6H 1Y3, Canada"
Dönerland,Halal; Mediterranean; Kebab,"(43.64576705, -79.4485819997892)",217 Roncesvalles Avenue,"217, Roncesvalles Avenue, Parkdale, Roncesvalles, Parkdale—High Park, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6R 2N1, Canada"
Ravi Soups,Soup,"(43.6433067692308, -79.4239555615385)",1128 Queen Street W,"1128, Queen Street West, Little Portugal, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6J 1J3, Canada"
Hailed Coffee,Coffee & Tea; Desserts,"(43.666898, -79.345423)",801 Gerrard Street E,"Hailed Coffee, 801, Gerrard Street East, Chinatown East, East York, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4M 1Y5, Canada"
Hollywood Gelato,Ice Cream & Frozen Yogurt,"(43.7067781, -79.3757584)",1640 Bayview Avenue,"Hollywood Gelato, 1640, Bayview Avenue, Leaside, Don Valley West, East York, Toronto, Golden Horseshoe, Ontario, M4G 3B7, Canada"
Jump Restaurant,Canadian (New); Wine Bars,"(43.647756, -79.378072)",18 Wellington Street W,"18, Wellington Street West, Commerce Court, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5L 1A0, Canada"
Knuckle Sandwich,Poutineries; Sandwiches,"(43.6962817857143, -79.3287110285714)",969 Coxwell Avenue,"969, Coxwell Avenue, Olde East York Village, East York, Toronto—Danforth, East York, Toronto, Golden Horseshoe, Ontario, M4C 2Z7, Canada"
Harvest Kitchen,Canadian (New); Bars,"(43.6626815714286, -79.4043434285714)",124 Harbord Street,"124, Harbord Street, Harbord Village, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5S 1G4, Canada"
Sunny Morning,Breakfast & Brunch,"(43.686406, -79.393642)",1392 Yonge Street,"Sunny Morning, 1392, Yonge Street, Deer Park, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4T 1Y4, Canada"
Labothéry,Bubble Tea,"(43.6586568, -79.3846663)",717 Bay Street,"Fine Food Market, 717, Bay Street, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5B 2C8, Canada"
Get Well,Dive Bars,"(43.6492509, -79.4219201)",1181 Dundas Street W,"Get Well, 1181, Dundas Street West, Ossington Strip, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6H 1Y3, Canada"
Playa Cabana Cantina,Mexican,"(43.6653469, -79.4655567)",2883 Dundas Street W,"Playa Cabana Cantina, 2883, Dundas Street West, Little Malta, The Junction, Parkdale—High Park, Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada"
El Pocho Antojitos Bar,Bars; Breakfast & Brunch; Mexican,"(43.6696203, -79.413232)",2 Follis Avenue,"2, Follis Avenue, Seaton Village, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5R 3G5, Canada"
Té,Asian Fusion; Taiwanese; Korean,"(45.3903215, -75.6848315164618)",70 Ossington Avenue,"70, Ossington Avenue, Rideau Gardens, Old Ottawa South, Capital, (Old) Ottawa, Ottawa, Eastern Ontario, Ontario, K1S 0X5, Canada"
Pray Tell,Cocktail Bars; Tapas/Small Plates; Breakfast & Brunch,"(43.6544295, -79.4230561)",838 College Street,"Pray Tell, 838, College Street, Dufferin Grove, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6J 3A5, Canada"
Barista & Chef,Mediterranean,"(43.679336, -79.4374231)",1006 Saint Clair Avenue W,"1006, St. Clair Avenue West, Corso Italia, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6E 1A3, Canada"
Cauldron Ice Cream,Ice Cream & Frozen Yogurt,"(43.6478693, -79.4012766)",502 Queen Street W,"Cauldron Ice Cream, 502, Queen Street West, Queen West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 2B4, Canada"
Pancers Original Deli,Delis,"(43.6400792, -79.4011346)",3856 Bathurst Street,"Bathurst Street, Fort York, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 0E7, Canada"
Aziza Cafe,Coffee & Tea; Juice Bars & Smoothies; Breakfast & Brunch,"(43.6541393, -79.4244361)",870 College Street,"Aziza, 870, College Street, Little Portugal, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6H 1A6, Canada"
Aroma Fine Indian Cuisine,Indian,"(43.6462378, -79.3897669)",287 King St W,"Aroma Fine Indian Cuisine, 287, King Street West, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1J5, Canada"
DonDon Izakaya,Japanese; Tapas Bars,"(43.6557636, -79.3845946)",130 Dundas Street West,"Don Don Izakaya, 130, Dundas Street West, First Chinatown, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5G 1C3, Canada"
Pravda Vodka Bar,Lounges; Russian,"(44.3954162, -79.6904105)",44 Wellington St E,"44, Wellington Street East, Tall Trees, Barrie, Central Ontario, Ontario, L4M 2H3, Canada"
Ritz Caribbean Foods,Caribbean,"(43.66150665, -79.3835251)",450 Yonge Street,"Oddfellows Hall, 450, Yonge Street, Church-Wellesley Village, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 1X5, Canada"
Lick It Gelato,Desserts; Ice Cream & Frozen Yogurt,"(43.6391703, -79.3858573)",250 Queens Quay W,"Gonoe Sushi, 250, Queens Quay West, Harbourfront, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5J 1B5, Canada"
Handlebar,Bars; Dance Clubs; Music Venues,"(43.6528158, -79.4012412)",159 Augusta Avenue,"Handlebar, 159, Augusta Avenue, Kensington Market, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5T 1H5, Canada"
Ethiopian House Restaurant,Ethiopian,"(43.216065, -79.940041)",4 Irwin Avenue,"4, Irwin Avenue, Garners Corners, Ancaster, Hamilton, Ontario, L9K 1L6, Canada"
Cool Runnings Restaurant,Caribbean,"(43.6833561, -79.3001385)",146 Main Street,"146, Main Street, Danforth East, Beaches—East York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4E 2C6, Canada"
Kasa Moto,Japanese; Sushi Bars,"(43.67058285, -79.3927546240949)",115 Yorkville Avenue,"Kasamoto, 115, Yorkville Avenue, Yorkville, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5R 1C1, Canada"
Zuki Japanese Restaurant,Japanese; Sushi Bars,"(43.6945167, -79.4561084)",2030 Eglinton Avenue W,"2030, Eglinton Avenue West, Fairbank, Eglinton—Lawrence, York, Toronto, Golden Horseshoe, Ontario, M6E 2H8, Canada"
The Danish Pastry House,Bakeries; Patisserie/Cake Shop,"(43.6449033, -79.3818364)",65 Front Street W,"Ontario Travel Information Centre, 65, Front Street West, Financial District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5J 1E3, Canada"
Souv Like,Greek,"(43.6795161, -79.3452684428571)",708 Pape Avenue,"708, Pape Avenue, Greektown, East York, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4C 1K9, Canada"
Bolan Thai Cuisine,Thai; Desserts; Noodles,"(43.7067357878788, -79.3894026363636)",709 Mount Pleasant Road,"709, Mount Pleasant Road, Davisville, Don Valley West, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4S 2N3, Canada"
The Only Cafe,Pubs,"(43.6804838, -79.3378399)",972 Danforth Avenue,"The Only Cafe, 972, Danforth Avenue, Greektown, East York, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4J 1L7, Canada"
Leela Indian Food Bar,Indian,"(43.66564835, -79.473500825)",3108 Dundas Street W,"3108, Dundas Street West, Little Malta, The Junction, Parkdale—High Park, York, Toronto, Golden Horseshoe, Ontario, Canada"
La Diperie,Ice Cream & Frozen Yogurt,"(43.6776293875, -79.3522509375)",372 Danforth Avenue,"372, Danforth Avenue, Greektown, East York, Toronto—Danforth, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4K 1N8, Canada"
Virtuous Pie,Pizza; Salad; Tapas/Small Plates,"(43.6549669863636, -79.4143930545455)",611 College Street,"611, College Street, College Square, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6G 1B1, Canada"
Nandos Flame Grilled Chicken,Portuguese; South African,"(43.6622721, -79.3865362)",832 Bay St.,"Green Grotto, 832, Bay Street, Church-Wellesley Village, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5S 1Z6, Canada"
Uncle Tetsus Japanese Bake,Desserts; Bakeries,"(44.75019, -79.8907847)",596 Bay Street,"596, Bay Street, Midland, Simcoe County, Ontario, L4R 3L9, Canada"
Loch & Quay,Canadian (New); Lounges,"(43.6384669, -79.3902507)",390 Queens Quay W,"Queen's Quay Convenience, 390, Queens Quay West, CityPlace, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 3A6, Canada"
Kid Lee,Asian Fusion; Singaporean,"(43.6487681, -79.3816917928303)",Located in First Canadian Place,"First Canadian Place, 100, King Street West, Toronto-Dominion Centre, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada"
Bunas Kitchen,Sandwiches; Salad,"(43.6481165, -79.3951423)",388 Richmond Street W,"Burro Burrito, 388, Richmond Street West, Queen West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 3P1, Canada"
Sushi On Bloor,Sushi Bars,"(43.6654241, -79.4091785)",525 Bloor Street W,"Sushi on Bloor, 525, Bloor Street West, Mirvish Village, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5S 1Y5, Canada"
